开始时间,结束时间,粒度,云环境,主机ID,主机名称,主机CPU使用率(%),主机磁盘读IOPS(IO/s),主机磁盘写IOPS(IO/s),主机平均内存使用率(%),物理机入向平均网络利用率(包括主备网卡)(%),物理机出向平均网络利用率(包括主备网卡)(%),主机Hypervisor进程CPU利用率(%),主机Hypervisor内存使用率(%),主机平均磁盘使用率(%),主机磁盘平均读时延(ms),主机磁盘平均写时延(ms)
2023-01-10 03:40:00,2023-01-10 03:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.58,0.0233,2.5202,90.5901,0.4352,0.229,1.69,9.88,6.7312,0.14,0.04
2023-01-10 03:35:00,2023-01-10 03:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.16,0.02,2.7771,90.5878,0.3407,0.2519,1.93,9.75,6.7312,0.0,0.04
2023-01-10 03:30:00,2023-01-10 03:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.36,0.0233,2.563,90.589,0.6184,0.2374,1.61,9.79,6.7312,0.0,0.05
2023-01-10 03:25:00,2023-01-10 03:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.43,0.0233,6.6029,90.5912,0.6711,0.4116,1.81,9.75,6.7312,0.0,0.05
2023-01-10 03:20:00,2023-01-10 03:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.36,0.02,2.5534,90.5901,0.6269,0.4223,1.7,9.79,6.7312,0.0,0.03
2023-01-10 03:15:00,2023-01-10 03:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.79,0.0233,2.6234,90.5899,0.4594,0.2892,1.7,9.86,6.7312,0.0,0.03
2023-01-10 03:10:00,2023-01-10 03:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.98,0.0233,2.4732,90.5912,0.5049,0.2206,1.7,9.89,6.7261,0.14,0.05
2023-01-10 03:05:00,2023-01-10 03:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.88,0.02,2.57,90.5915,0.3056,0.313,1.77,9.87,6.7261,0.0,0.04
2023-01-10 03:00:00,2023-01-10 03:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.33,0.0233,3.2502,90.591,0.2709,0.2948,1.64,9.88,6.7261,0.0,0.14
2023-01-10 02:55:00,2023-01-10 03:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.91,0.0233,6.3931,90.5903,0.3183,0.4594,1.86,9.84,6.7261,0.0,0.05
2023-01-10 02:50:00,2023-01-10 02:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.97,0.02,2.4532,90.5912,0.2133,0.4919,1.94,9.86,6.7261,0.0,0.03
2023-01-10 02:45:00,2023-01-10 02:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.93,0.0233,2.5201,90.5911,0.2099,0.6334,1.95,9.83,6.7261,0.0,0.05
2023-01-10 02:40:00,2023-01-10 02:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.75,0.0233,2.6133,90.591,0.286,0.5353,1.67,9.85,6.7261,0.29,0.04
2023-01-10 02:35:00,2023-01-10 02:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.89,0.02,2.6033,90.5909,0.1981,1.0252,2.38,9.74,6.7211,0.0,0.05
2023-01-10 02:30:00,2023-01-10 02:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.21,0.0233,2.7533,90.5931,0.2577,0.8753,2.01,9.77,6.7211,0.14,0.04
2023-01-10 02:25:00,2023-01-10 02:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.87,0.0233,6.6004,90.5905,0.2529,0.5058,2.11,9.73,6.7211,0.14,0.05
2023-01-10 02:20:00,2023-01-10 02:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.22,0.02,2.4865,90.5901,0.2372,0.544,1.99,9.79,6.7211,0.0,0.05
2023-01-10 02:15:00,2023-01-10 02:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.86,0.0233,2.6267,90.5902,0.2516,0.5332,2.16,9.73,6.7211,0.0,0.04
2023-01-10 02:10:00,2023-01-10 02:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.65,0.0233,2.5801,90.5907,0.3274,0.5849,2.14,9.77,6.7211,0.14,0.05
2023-01-10 02:05:00,2023-01-10 02:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.81,0.02,2.6467,90.5902,0.2447,0.5382,2.31,9.74,6.716,0.33,0.04
2023-01-10 02:00:00,2023-01-10 02:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.84,0.0233,3.1933,90.591,0.2905,0.4646,2.11,9.77,6.716,0.14,0.13
2023-01-10 01:55:00,2023-01-10 02:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.07,0.0233,6.4767,90.5897,0.3778,0.5104,2.16,9.8,6.716,0.0,0.05
2023-01-10 01:50:00,2023-01-10 01:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.35,0.02,2.5802,90.5902,0.3226,0.3883,1.9,10.03,6.716,0.0,0.05
2023-01-10 01:45:00,2023-01-10 01:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.45,0.0233,2.6632,90.5881,0.332,0.4296,1.69,9.71,6.716,0.0,0.04
2023-01-10 01:40:00,2023-01-10 01:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.59,0.0233,2.7465,90.5885,0.4156,0.3286,1.89,9.74,6.716,0.14,0.04
2023-01-10 01:35:00,2023-01-10 01:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.24,0.02,2.7669,90.5882,0.3723,0.2993,2.09,9.78,6.716,0.0,0.05
2023-01-10 01:30:00,2023-01-10 01:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.35,0.0233,2.5898,90.5917,0.252,0.2518,2.11,9.83,6.711,0.14,0.04
2023-01-10 01:25:00,2023-01-10 01:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.01,0.0233,6.6965,90.5908,0.3508,0.2734,2.06,9.71,6.711,0.0,0.05
2023-01-10 01:20:00,2023-01-10 01:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.41,0.02,2.5733,90.5905,0.9095,0.2527,1.63,9.84,6.711,0.17,0.04
2023-01-10 01:15:00,2023-01-10 01:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.56,0.0233,2.73,90.5906,1.0334,0.2487,1.88,9.79,6.711,0.0,0.03
2023-01-10 01:10:00,2023-01-10 01:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.05,0.0233,2.63,90.5928,0.3448,0.5067,2.01,9.93,6.711,0.0,0.05
2023-01-10 01:05:00,2023-01-10 01:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.0,0.02,2.5899,90.5913,0.3009,0.2497,1.94,9.82,6.711,0.0,0.04
2023-01-10 01:00:00,2023-01-10 01:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.22,0.0233,3.3334,90.589,0.3595,0.2594,1.94,9.74,6.706,0.0,0.13
2023-01-10 00:55:00,2023-01-10 01:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.06,0.0233,6.6003,90.5894,1.2738,0.318,2.04,9.72,6.706,0.0,0.04
2023-01-10 00:50:00,2023-01-10 00:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.19,0.02,2.69,90.5899,1.2872,0.2923,1.94,9.75,6.706,0.0,0.03
2023-01-10 00:45:00,2023-01-10 00:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.87,0.0233,2.6699,90.5899,0.4503,0.2541,1.96,9.71,6.706,0.0,0.05
2023-01-10 00:40:00,2023-01-10 00:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.45,0.0233,2.4734,90.5902,0.3255,0.1989,1.82,9.74,6.706,0.0,0.03
2023-01-10 00:35:00,2023-01-10 00:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.94,0.02,2.6367,90.5888,0.3894,0.2354,1.63,9.7,6.706,0.0,0.03
2023-01-10 00:30:00,2023-01-10 00:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.41,0.0233,2.5333,90.5907,0.5976,0.2572,1.8,9.74,6.706,0.14,0.04
2023-01-10 00:25:00,2023-01-10 00:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.49,0.0233,6.5435,90.5908,0.7042,0.2435,1.7,9.8,6.7009,0.14,0.04
2023-01-10 00:20:00,2023-01-10 00:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.23,0.02,2.4498,90.5925,0.5216,0.8902,2.07,9.82,6.7009,0.0,0.05
2023-01-10 00:15:00,2023-01-10 00:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.55,0.0233,2.59,90.5907,0.5185,0.2958,1.8,9.78,6.7009,0.0,0.05
2023-01-10 00:10:00,2023-01-10 00:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.21,0.0233,2.3803,90.5913,0.3995,0.2599,1.88,9.82,6.7009,0.0,0.05
2023-01-10 00:05:00,2023-01-10 00:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.04,0.02,2.64,90.5921,0.3892,0.2302,2.11,9.79,6.7009,0.0,0.03
2023-01-10 00:00:00,2023-01-10 00:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.69,0.0233,3.0965,90.5922,0.6891,0.2498,1.94,9.82,6.7009,0.0,0.13
2023-01-09 23:55:00,2023-01-10 00:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.75,0.0233,6.51,90.5916,0.7127,0.2506,1.83,10.05,6.6959,0.14,0.05
2023-01-09 23:50:00,2023-01-09 23:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.35,0.02,2.3399,90.5918,0.5158,0.2499,1.98,9.76,6.6959,0.0,0.05
2023-01-09 23:45:00,2023-01-09 23:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.98,0.0233,2.54,90.5921,0.5397,0.2739,2.32,9.78,6.6959,0.0,0.04
2023-01-09 23:40:00,2023-01-09 23:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.43,0.0233,2.4832,90.5914,0.2411,0.2163,2.02,9.82,6.6959,0.0,0.04
2023-01-09 23:35:00,2023-01-09 23:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.3,0.02,2.5601,90.5911,0.3698,0.2623,2.08,9.77,6.6959,0.0,0.03
2023-01-09 23:30:00,2023-01-09 23:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.76,0.0233,2.5067,90.5912,0.3464,0.2605,2.11,9.71,6.7211,0.0,0.04
2023-01-09 23:25:00,2023-01-09 23:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.84,0.0233,6.8815,90.5896,0.2811,0.2291,2.29,9.68,6.716,0.0,0.46
2023-01-09 23:20:00,2023-01-09 23:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.35,0.02,2.6563,90.5906,0.2306,0.218,2.35,9.73,6.7211,0.0,0.04
2023-01-09 23:15:00,2023-01-09 23:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.6,0.0233,2.7101,90.59,0.2707,0.2393,2.15,9.7,6.7211,0.0,0.03
2023-01-09 23:10:00,2023-01-09 23:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.36,0.0233,2.5598,90.5901,0.2864,0.2455,2.34,9.78,6.7211,0.14,0.05
2023-01-09 23:05:00,2023-01-09 23:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.67,0.02,2.6365,90.5924,0.2709,0.2372,2.09,9.76,6.7211,0.33,0.03
2023-01-09 23:00:00,2023-01-09 23:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.45,0.0233,3.3302,90.5904,0.3326,0.2298,1.84,9.81,6.7211,0.14,0.15
2023-01-09 22:55:00,2023-01-09 23:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.39,0.0233,6.6238,90.5898,0.2885,0.2535,1.88,9.75,6.7211,0.0,0.07
2023-01-09 22:50:00,2023-01-09 22:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.41,0.02,2.5502,90.5911,0.2389,0.2275,2.17,9.78,6.716,0.0,0.04
2023-01-09 22:45:00,2023-01-09 22:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.01,0.0233,2.6362,90.5894,0.309,0.223,2.02,9.73,6.716,0.0,0.03
2023-01-09 22:40:00,2023-01-09 22:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.68,0.0233,2.7002,90.5888,0.2912,0.241,2.2,9.71,6.716,0.0,0.03
2023-01-09 22:35:00,2023-01-09 22:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.51,0.02,2.5664,90.5876,0.273,0.2506,2.07,9.65,6.716,0.0,0.04
2023-01-09 22:30:00,2023-01-09 22:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.19,0.0233,2.637,90.5895,0.8827,0.2242,1.87,9.69,6.716,0.43,0.05
2023-01-09 22:25:00,2023-01-09 22:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.62,0.0233,6.0303,90.5892,0.5802,0.2582,2.25,9.65,6.716,0.0,0.06
2023-01-09 22:20:00,2023-01-09 22:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,11.77,0.02,2.843,90.5891,0.4236,0.2345,1.86,9.71,6.711,0.0,0.04
2023-01-09 22:15:00,2023-01-09 22:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.23,0.0233,2.6569,90.5887,1.06,0.2314,1.64,9.65,6.711,0.14,0.05
2023-01-09 22:10:00,2023-01-09 22:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.55,0.0233,2.52,90.5892,0.3026,0.2508,2.04,9.69,6.711,0.0,0.03
2023-01-09 22:05:00,2023-01-09 22:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.73,0.02,2.6098,90.5886,0.9577,0.2461,1.94,9.65,6.711,0.0,0.03
2023-01-09 22:00:00,2023-01-09 22:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.52,0.0233,3.07,90.5895,0.4328,0.2551,2.27,9.76,6.716,0.29,0.12
2023-01-09 21:55:00,2023-01-09 22:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.79,0.0233,2.8172,90.5892,0.4625,0.6137,1.99,9.66,6.716,0.0,0.04
2023-01-09 21:50:00,2023-01-09 21:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.63,0.02,6.4334,90.5898,0.254,0.7789,2.41,9.77,6.711,0.0,0.05
2023-01-09 21:45:00,2023-01-09 21:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.57,0.0233,2.7097,90.5914,0.1958,0.7212,2.03,9.74,6.711,0.14,0.04
2023-01-09 21:40:00,2023-01-09 21:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.45,0.0233,2.5636,90.5898,0.2418,0.7673,2.2,9.7,6.711,0.0,0.04
2023-01-09 21:35:00,2023-01-09 21:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.68,0.02,2.7632,90.5939,0.2764,0.7934,2.6,9.74,6.711,0.0,0.06
2023-01-09 21:30:00,2023-01-09 21:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.08,0.0233,2.5768,90.5914,0.2422,0.8449,2.45,9.8,6.711,0.14,0.03
2023-01-09 21:25:00,2023-01-09 21:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.64,0.0233,2.7937,90.5915,0.2596,0.8028,2.35,9.81,6.711,0.0,0.05
2023-01-09 21:20:00,2023-01-09 21:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.96,0.02,6.3886,90.5914,0.2195,0.7854,2.31,9.8,6.711,0.17,0.05
2023-01-09 21:15:00,2023-01-09 21:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.42,0.0233,2.643,90.5904,0.2541,0.7494,2.19,9.73,6.706,0.14,0.05
2023-01-09 21:10:00,2023-01-09 21:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.7,0.0233,2.6169,90.5897,0.2372,0.7296,1.88,9.69,6.706,0.0,0.05
2023-01-09 21:05:00,2023-01-09 21:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.07,0.02,2.6971,90.5895,0.284,0.7814,2.06,9.66,6.706,0.0,0.03
2023-01-09 21:00:00,2023-01-09 21:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.58,0.0233,3.3557,90.59,0.2985,0.6498,2.05,9.72,6.706,0.0,0.14
2023-01-09 20:55:00,2023-01-09 21:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.33,0.0233,2.6166,90.5887,0.5369,0.358,2.25,9.64,6.706,0.0,0.05
2023-01-09 20:50:00,2023-01-09 20:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.92,0.02,7.9881,90.5897,0.3525,0.4254,2.46,9.68,6.706,0.0,5.8
2023-01-09 20:45:00,2023-01-09 20:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.49,0.0233,3.6296,90.5904,0.614,0.6076,2.35,9.64,6.7261,0.14,0.08
2023-01-09 20:40:00,2023-01-09 20:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.78,0.0233,7.8872,90.589,0.218,0.1947,2.19,9.67,6.7261,0.14,0.21
2023-01-09 20:35:00,2023-01-09 20:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.24,0.02,8.1893,90.5905,0.2016,0.1967,2.16,9.76,6.7261,0.17,0.31
2023-01-09 20:30:00,2023-01-09 20:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.41,0.0233,3.62,90.5901,0.1956,0.2153,1.94,9.75,6.7261,0.0,0.11
2023-01-09 20:25:00,2023-01-09 20:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.32,0.02,2.52,90.5886,0.1249,0.1864,2.0,9.68,6.7261,0.0,0.04
2023-01-09 20:20:00,2023-01-09 20:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.91,0.0233,6.5266,90.5924,0.163,0.2114,2.11,9.77,6.7211,0.0,0.04
2023-01-09 20:15:00,2023-01-09 20:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.24,0.0233,2.5235,90.5913,0.1828,0.2072,1.87,9.73,6.7211,0.14,0.04
2023-01-09 20:10:00,2023-01-09 20:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.99,0.02,2.423,90.5917,0.0921,0.1728,1.75,9.73,6.7211,0.0,0.04
2023-01-09 20:05:00,2023-01-09 20:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.55,0.0233,2.4801,90.5903,0.0922,0.166,2.0,9.73,6.7211,0.0,0.03
2023-01-09 20:00:00,2023-01-09 20:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.88,0.0233,3.2829,90.5909,0.1083,0.1592,1.73,9.75,6.7211,0.29,0.12
2023-01-09 19:55:00,2023-01-09 20:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.31,0.02,2.4905,90.5918,0.1334,0.1485,1.76,9.87,6.7211,0.0,0.05
2023-01-09 19:50:00,2023-01-09 19:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.44,0.0233,6.4503,90.589,0.0838,0.1896,1.78,9.84,6.7211,0.14,0.05
2023-01-09 19:45:00,2023-01-09 19:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.95,0.0233,2.6863,90.5905,0.1341,0.1993,1.79,9.88,6.716,0.0,0.04
2023-01-09 19:40:00,2023-01-09 19:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.79,0.02,4.5567,90.5913,0.2252,0.1317,1.63,9.92,6.716,0.0,0.26
2023-01-09 19:35:00,2023-01-09 19:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.64,0.0233,2.5666,90.5893,0.1334,0.1427,1.4,9.88,6.716,0.14,0.02
2023-01-09 19:30:00,2023-01-09 19:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.8,0.0233,2.5266,90.5918,0.1351,0.1334,1.47,9.94,6.716,0.0,0.04
2023-01-09 19:25:00,2023-01-09 19:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.17,0.02,2.5399,90.5911,0.1494,0.1516,1.48,9.85,6.716,0.17,0.03
2023-01-09 19:20:00,2023-01-09 19:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.84,0.0233,6.4034,90.5901,0.3444,0.3171,2.07,9.9,6.716,0.0,0.04
2023-01-09 19:15:00,2023-01-09 19:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.54,0.0233,2.5336,90.5902,0.0197,0.1693,1.74,9.88,6.711,0.0,0.04
2023-01-09 19:10:00,2023-01-09 19:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.84,0.02,2.5066,90.5911,0.0857,0.113,2.01,9.91,6.711,0.0,0.05
2023-01-09 19:05:00,2023-01-09 19:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.64,0.0233,2.6233,90.5898,0.1417,0.2122,1.85,9.87,6.711,0.0,0.04
2023-01-09 19:00:00,2023-01-09 19:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.66,0.08,3.7138,90.5893,0.0389,0.0564,1.98,9.8,6.711,0.04,0.15
2023-01-09 18:55:00,2023-01-09 19:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.26,0.02,2.5331,90.5889,0.0937,0.1294,1.92,9.79,6.711,0.17,0.03
2023-01-09 18:50:00,2023-01-09 18:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.15,0.0233,6.467,90.5888,0.1235,0.2892,1.79,9.83,6.711,0.14,0.05
2023-01-09 18:45:00,2023-01-09 18:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.73,0.0233,2.5198,90.5901,0.1568,0.4645,1.56,9.77,6.706,0.14,0.04
2023-01-09 18:40:00,2023-01-09 18:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.05,0.02,2.4568,90.5872,0.0386,0.0825,1.74,9.8,6.706,0.0,0.04
2023-01-09 18:35:00,2023-01-09 18:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,11.1,0.0233,2.683,90.5884,0.4276,0.0799,1.22,9.78,6.706,0.0,0.03
2023-01-09 18:30:00,2023-01-09 18:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.17,0.0233,2.7238,90.5881,0.8284,0.1167,1.54,9.8,6.706,0.14,0.03
